gene_id	symbol	PROcap
FBgn0005593	RpL7	4.88636497929699
FBgn0032214	CG4968	6.47800311609638
FBgn0032222	CG5037	2.97494248065258
FBgn0032223	GATAd	2.23120686048944
FBgn0032229	CG5045	4.46241372097887
FBgn0003087	pim	2.07131467956692
FBgn0032231	CG5056	4.46241372097887
FBgn0032236	mRpS7	12.3237211809285
FBgn0267821	da	192.036398510588
FBgn0051716	Cnot4	10.5164655787571
FBgn0025366	Ip259	290.657498130232
FBgn0003942	RpS27A	290.657498130232
FBgn0032243	Klp31E	8.2852587182677
FBgn0032244	RfC3	5.20614934114202
FBgn0032246	CG5168	52.1099350234439
FBgn0004915	TfIIB	2.65515811880756
FBgn0032256	RluA-2	16.3621836435892
FBgn0051721	Trim9	72.3506889487713
FBgn0032287	CG6415	2.97494248065258
FBgn0032290	CG6443	2.23120686048944
FBgn0032295	CG12299	36.2274279226222
FBgn0027363	Stam	13.2273489820141
FBgn0026148	CG12253	2.23120686048944
FBgn0032339	Wdr59	2.97494248065258
FBgn0041246	Gr32a	2.97494248065258
FBgn0264442	ab	70.7590508119719
FBgn0020270	mre11	20.8245973645681
FBgn0015400	kek2	28.3661204626726
FBgn0032390	dgt2	43.977284813673
FBgn0010497	dmGlut	324.552096390848
FBgn0032404	RpL7-like	17.689762702993
FBgn0085193	CG34164	17.689762702993
FBgn0027081	ThrRS	30.63848526276
FBgn0032430	CG6388	11.6841524572384
FBgn0032445	CG6153	4.46241372097887
FBgn0032451	spict	246.411414661694
FBgn0263598	Vha68-2	205.791865647394
FBgn0024291	Sirt1	139.439503271951
FBgn0032488	CG16812	5.63010059946014
FBgn0032499	Uvrag	9.50867088119838
FBgn0032509	CG6523	1.91142249864441
FBgn0259984	kuz	180.344962380924
FBgn0024846	p38b	38.1800083608646
FBgn0028539	CG31731	2.49526593788504
FBgn0001965	Sos	12.7476724392466
FBgn0026373	RpII33	25.8708545247876
FBgn0028509	CenG1A	180.616305130746
FBgn0027929	NimB1	28.4145620746963
FBgn0028940	Cyp28a5	4.88636497929699
FBgn0028519	hll	355.699392886078
FBgn0260011	NimC4	153.187686736331
FBgn0261563	wb	871.733179037977
FBgn0028916	CG33090	344.717818109405
FBgn0015791	Rab14	22.57612768229
FBgn0001970	Pgant35A	2.23120686048944
FBgn0015546	spel1	2.23120686048944
FBgn0041713	yellow-c	1261.97876215826
FBgn0004837	Su(H)	72.1423551558251
FBgn0001981	esg	4.46241372097887
FBgn0002524	lace	90.9367957804242
FBgn0001986	Mtr4	4.14262935913385
FBgn0028507	CG3793	22.4162355013675
FBgn0261999	CG42817	2.23120686048944
FBgn0028897	CG4935	22.1521764239719
FBgn0040079	pkaap	15.298663661581
FBgn0028841	jhamt	3.71867810081573
FBgn0020416	Idgf1	8.60504308011272
FBgn0020414	Idgf3	4.46241372097887
FBgn0284248	Cyt-c-p	291.890738060545
FBgn0051812	CG31812	3.71867810081573
FBgn0032597	CG17904	12.9075646201691
FBgn0032598	ChLD3	270.336972420665
FBgn0032600	BuGZ	15.4585558425035
FBgn0032603	CG17928	11.1560343024472
FBgn0040260	Ugt36Bc	4.46241372097887
FBgn0004797	mdy	433.866665209979
FBgn0051739	AspRS-m	46.0558831656656
FBgn0032618	CG31743	2.23120686048944
FBgn0085342	CG34313	2.23120686048944
FBgn0261671	tweek	206.63976816403
FBgn0265542	CR44392	206.63976816403
FBgn0020503	CLIP-190	511.31459702595
FBgn0032642	CG5110	12.1081037155565
FBgn0032644	CG5131	4.46241372097887
FBgn0032656	CG5674	4.14262935913385
FBgn0243486	rdo	5.94988496130517
FBgn0032670	CG5783	3.55878591989322
FBgn0000636	Fas3	48.0230309487594
FBgn0032690	CG10333	4.46241372097887
FBgn0032694	MESR3	297.024050677429
FBgn0032703	CG10343	66.19247019452
FBgn0015808	ScpX	105.179223132423
FBgn0032719	CG17321	40.4257825662055
FBgn0032724	CG10428	5.20614934114202
FBgn0032728	Tango6	2.97494248065258
FBgn0051793	CG31793	28.782788048565
FBgn0032748	CG10492	11.1560343024472
FBgn0002036	CG10561	2.23120686048944
FBgn0032779	CG16771	119.734151173841
FBgn0032780	CG13085	119.734151173841
FBgn0032781	RtcB	8.86910215750833
FBgn0032798	CG10132	5.20614934114202
FBgn0032800	CG10137	58.6993887084391
FBgn0053116	CG33116	65.9622853842965
FBgn0003231	ref(2)P	194.752021491315
FBgn0032816	Nf-YB	3.71867810081573
FBgn0032819	CG10463	16.7861349019073
FBgn0045064	bwa	35.5878591989322
FBgn0004374	neb	2.07131467956692
FBgn0003475	spir	132.050588682343
FBgn0032859	Arpc2	222.321225144331
FBgn0032870	CG2608	2.97494248065258
FBgn0032873	CG2614	33.3009270539933
FBgn0032884	Pomp	4.35096315208004
FBgn0032886	CG9328	2356.99980309853
FBgn0032889	CG9331	131.641204768877
FBgn0051673	CG31673	303.221231888766
FBgn0032897	CG9336	2.23120686048944
FBgn0010395	Itgbn	475.530427283966
FBgn0083972	CG34136	4159.4536554601
FBgn0032916	CG9257	200.11332343591
FBgn0032919	CG9253	49.7188359820319
FBgn0032923	CG9248	7.43735620163146
FBgn0032925	CG9246	25.5995117749662
FBgn0010100	Acon	63.0987934725428
FBgn0032929	Mcm10	3.55878591989322
FBgn0000370	crc	58.2124284932458
FBgn0032943	Tsp39D	103.752216754015
FBgn0032949	Lamp1	63.2659693258911
FBgn0003866	tsh	559.197042716107
FBgn0084001	CG41434	1.53591285234997
FBgn0262886	CR43241	2.23120686048944
FBgn0261802	CG42748	2.23120686048944
FBgn0032986	CG3262	22.3459428720666
FBgn0040009	CG17490	2.23120686048944
FBgn0278598	CR46268	8.60504308011272
FBgn0040011	Slmap	12.6435055427735
FBgn0000384	cta	2.07131467956692
FBgn0002931	net	345.592311220788
FBgn0026787	Nhe1	68.687736132405
FBgn0086912	mbm	6.37383621962329
FBgn0017457	U2af38	53.7572984446927
FBgn0031250	Ent1	10.2524065013615
FBgn0015924	crq	6.74206219349199
FBgn0031258	CG4297	1155.83290226787
FBgn0043364	cbt	3531.66980218822
FBgn0021874	Nle	24.6958839738806
FBgn0031284	PGAP2	36.2274279226222
FBgn0020304	drongo	327.032794983881
FBgn0031287	CG4291	6.95767965886392
FBgn0003310	S	1684.0498243421
FBgn0261938	mtRNApol	113.839991496985
FBgn0031313	CG5080	524.33580769753
FBgn0031320	CG5126	2.23120686048944
FBgn0053126	NLaz	151.082497789592
FBgn0002543	robo2	12244.7634744346
FBgn0031344	CG7420	114.79934458252
FBgn0051935	CG31935	9.50867088119838
FBgn0031359	Rim2	355.86402464447
FBgn0031361	CG17652	12.6435055427735
FBgn0027597	CG17712	10.6763577596796
FBgn0001125	Got2	597.335893137374
FBgn0266836	CR45298	2.97494248065258
FBgn0031389	CG4259	16.2434494022646
FBgn0031391	CG11723	14.7075365499147
FBgn0000097	aop	390.015398310056
FBgn0031395	CG10874	9.9326221395165
FBgn0264978	Slh	4.30252154005636
FBgn0026479	Drp1	59.4431243286022
FBgn0031454	CG9960	60.2837431728127
FBgn0031455	Snapin	60.2837431728127
FBgn0031457	CG3077	322.313605857933
FBgn0283531	Duox	149.58774287684
FBgn0031470	CG18557	19.6011852016374
FBgn0051694	CG31694	19.545459917188
FBgn0004584	Rrp1	12.0523784311071
FBgn0031483	CG9641	48.1199141728068
FBgn0250786	Chd1	50.3026794212726
FBgn0031489	CG17224	572.279066862051
FBgn0031491	alpha4GT1	9.55711249322206
FBgn0031493	Sf3b2	4.72647279837448
FBgn0031505	ND-B14.5B	2.23120686048944
FBgn0011648	Mad	18.4334983231561
FBgn0031519	Fign	3.71867810081573
FBgn0020445	E23	881.56163428102
FBgn0085423	CG34394	3.71867810081573
FBgn0031530	pgant2	3.3988937389707
FBgn0031536	Cog3	5.57437531501072
FBgn0031540	Pif1	7.70141527902706
FBgn0031542	CG15414	30.3817098577901
FBgn0284253	LeuRS	25.4953448784931
FBgn0002985	odd	2.23120686048944
FBgn0000721	for	2519.49037101806
FBgn0031573	CG3407	3.71867810081573
FBgn0051774	fred	3.18327627359877
FBgn0027609	morgue	11.093025345572
FBgn0285948	RpL27A	39.6747632736166
FBgn0053002	mRpL27	3.71867810081573
FBgn0031622	CG3251	6.69362058146831
FBgn0031627	CG15630	2.97494248065258
FBgn0031633	Fnta	33.1483185454965
FBgn0031635	tank	2.97494248065258
FBgn0031637	mxt	20.7131467956692
FBgn0031652	jet	5.78999278038265
FBgn0262467	Scox	20.8245973645681
FBgn0031681	pgant5	5354.49656041612
FBgn0031684	ND-13A	15.6184480234261
FBgn0003716	tkv	2.23120686048944
FBgn0000228	Bsg25D	5.94988496130517
FBgn0031698	Ncoa6	2.97494248065258
FBgn0031708	CG7382	7.86130745994958
FBgn0014189	Hel25E	52.9578375400801
FBgn0031739	CG14005	12.0039368190834
FBgn0031745	rau	1292.76257225709
FBgn0000308	chic	197.082655670808
FBgn0031764	CG9107	2.07131467956692
FBgn0031766	CG9117	2.23120686048944
FBgn0029161	slmo	2.07131467956692
FBgn0085208	CG34179	2.07131467956692
FBgn0031771	ND-51	7.11757183978643
FBgn0031777	CG9154	76.284984514959
FBgn0031779	CG9175	6.74206219349199
FBgn0086357	Sec61alpha	11.1560343024472
FBgn0031824	CG9547	168.980594285531
FBgn0031834	CG13766	2.97494248065258
FBgn0051635	CG31635	99.8689068948077
FBgn0051633	CG31633	3.71867810081573
FBgn0263200	Galt	9.61283777767148
FBgn0028990	Spn27A	1728.78067254332
FBgn0028703	Nhe3	25.3354526975706
FBgn0031850	Tsp	155.719823456638
FBgn0025777	homer	2.81505029973007
FBgn0015776	nrv1	7818.95269102463
FBgn0042092	CG13773	4.88636497929699
FBgn0028554	x16	30.8056611161083
FBgn0031873	Gas41	3.71867810081573
FBgn0264922	smt3	72.8303654915389
FBgn0016978	snRNP-U1-70K	23.9521483537174
FBgn0031888	Pvf2	3243.77232629816
FBgn0085407	Pvf3	192.549949320528
FBgn0263133	mEFG1	9.9326221395165
FBgn0031904	CG5149	88.5045387994143
FBgn0260486	Ziz	604.058648408545
FBgn0264895	RapGAP1	6.69362058146831
FBgn0041182	Tep2	5652.1627239122
FBgn0266325	CR44990	2.23120686048944
FBgn0031937	CG13795	41.2179597983923
FBgn0025687	LKRSDH	555.097766779084
FBgn0031952	cdc14	191.437987726496
FBgn0020618	Rack1	135.728108843561
FBgn0031969	pes	386.873279976055
FBgn0031974	CG12560	1686.56220171979
FBgn0031980	RpL36A	17.6340374185436
FBgn0011230	poe	68.1450506327623
FBgn0031985	mon2	2.81505029973007
FBgn0032006	Pvr	733.05197873104
FBgn0003502	Btk29A	20.1293033564286
FBgn0261020	wol	4.72647279837448
FBgn0032015	Ostgamma	9.34877870027587
FBgn0262598	mtsh	16.7861349019073
FBgn0010265	RpS13	19.545459917188
FBgn0032031	CG13390	2.97494248065258
FBgn0032042	CG13398	23.1599711215306
FBgn0027490	D12	5.78999278038265
FBgn0026718	fu12	83.7343639664854
FBgn0032051	CG13097	25.6479533869899
FBgn0032058	CG9289	2.23120686048944
FBgn0003209	raw	13.9710846021773
FBgn0032078	C1GalTA	111.289000274651
FBgn0011705	rost	41.2736850828417
FBgn0013746	alien	2.81505029973007
FBgn0032101	CG9586	27.0312577308431
FBgn0032105	borr	13.6513002403322
FBgn0032117	FucTB	321.766180780821
FBgn0014179	gcm	4097.20785269411
FBgn0000273	Pka-C1	230.591916517747
FBgn0051710	CG31710	199.420224910283
FBgn0032138	CG4364	37.2909479046304
FBgn0063449	Uhg2	21.7766667776774
FBgn0004867	RpS2	165.58170054656
FBgn0032157	Etl1	3.71867810081573
FBgn0032167	CG5853	182.958962560134
FBgn0051875	CG31875	11.8997699226103
FBgn0051755	SoYb	11.8997699226103
FBgn0032191	CG5734	13.0117315166422
FBgn0032193	CG5727	2.97494248065258
FBgn0032196	CG5708	8.60504308011272
FBgn0032197	CG5694	42.8168816076174
FBgn0026379	Pten	11.5799855607653
FBgn0011305	Rsf1	3.5030606354438
FBgn0032208	Ufd4	2.43954065343563
FBgn0032213	CG5390	117.439935356476
FBgn0032216	Usp14	79.8437704348522
FBgn0011703	RnrL	22.8813446992835
FBgn0027568	Cand1	16.6262427209848
FBgn0053303	CG33303	56.3640149514766
FBgn0004106	Cdk1	2.23120686048944
FBgn0262782	Mdh1	533.536717466779
FBgn0262601	SmB	5.78999278038265
FBgn0051719	RluA-1	63.1060771449686
FBgn0032258	CG7456	2.23120686048944
FBgn0086347	Myo31DF	1052.94789495281
FBgn0267828	Fatp	2.91921719620316
FBgn0032292	EMC3	21.9922842430493
FBgn0032297	CG17124	725.619362106878
FBgn0032298	CG6724	3.07910937712568
FBgn0032305	CG6700	28.8869549450381
FBgn0053129	CG33129	30.8613864005577
FBgn0000018	abo	107.979706087301
FBgn0015756	RpL9	204.401277631115
FBgn0032329	Art8	3.55878591989322
FBgn0032330	Samuel	971.296868915791
FBgn0027582	CG6230	2.23120686048944
FBgn0032346	Csl4	4.72647279837448
FBgn0032350	CG6287	426.041776112158
FBgn0040232	cmet	2.97494248065258
FBgn0028490	CG31705	3849.93142407597
FBgn0032378	CycY	6.5337284005458
FBgn0000588	esc	8.02119964087209
FBgn0032394	CG6746	22.6802945787631
FBgn0032398	CG6766	2.23120686048944
FBgn0027505	Rab3-GAP	18.8501659090485
FBgn0032405	firl	13.9638009297515
FBgn0032408	CG6712	3.55878591989322
FBgn0032420	CG6583	2.23120686048944
FBgn0032429	CG5446	172.268037455603
FBgn0032446	CG5780	3.82284499728882
FBgn0032450	CG5776	6.31811093517387
FBgn0028965	A16	58.4353296310435
FBgn0032475	Sfmbt	53.9171906256152
FBgn0051849	CG31849	5.31031623761511
FBgn0032485	CG9426	4.24679625560694
FBgn0022069	Nnp-1	3.07910937712568
FBgn0032512	Bdp1	14.8747124032629
FBgn0032516	Ing5	23.6396476642982
FBgn0032519	CG16957	2.23120686048944
FBgn0032524	CG9267	10.412298682284
FBgn0023407	B4	3169.65553968681
FBgn0051814	CG31814	14.7632618343641
FBgn0028540	CG9008	2329.43314354047
FBgn0028932	CG16890	3.3988937389707
FBgn0001961	Arpc1	58.9900383805811
FBgn0004407	DNApol-gamma35	27.1984335841914
FBgn0064115	GatC	27.1984335841914
FBgn0260407	mRpS23	2.23120686048944
FBgn0016930	Dyrk2	349.310989321604
FBgn0266145	CR44851	5.94988496130517
FBgn0004858	elB	291.008961276736
FBgn0003016	osp	563.923515514482
FBgn0028886	CG15279	92.8070603394707
FBgn0283659	THG	5.94988496130517
FBgn0010422	TfIIS	137.111413187414
FBgn0283467	Pol32	16.2022914626667
FBgn0261268	Cul3	2.97494248065258
FBgn0086691	UK114	12.5877802583241
FBgn0001987	Gli	1547.73313248183
FBgn0041627	Ku80	3.71867810081573
FBgn0002673	twe	2.23120686048944
FBgn0001994	crp	1387.09352219901
FBgn0028375	heix	13.5955749558828
FBgn0028894	GMF	17.689762702993
FBgn0015338	CG5861	4.46241372097887
FBgn0000250	cact	9.29305341582645
FBgn0001995	mRpL4	3.71867810081573
FBgn0000307	chif	525.159663714377
FBgn0087041	CG42231	525.159663714377
FBgn0025678	CaBP1	68.2565012016612
FBgn0028523	CG5888	106.034409321485
FBgn0005677	dac	4.46241372097887
FBgn0263745	CR43670	5.20614934114202
FBgn0027779	VhaSFD	319.617289799527
FBgn0032596	Prosbeta4	69.4314717525682
FBgn0015391	glu	2.23120686048944
FBgn0040985	CG6115	278.254005165064
FBgn0032629	beat-IIIc	2.91921719620316
FBgn0032633	Lrch	2453.25674288395
FBgn0260632	dl	4303.55662257355
FBgn0015609	CadN	4.99053187577009
FBgn0041184	Socs36E	3208.22308094387
FBgn0261597	RpS26	322.919300314451
FBgn0284256	bsf	90.7841872719275
FBgn0032681	CG10283	28.8942386174638
FBgn0025608	Faf2	2.23120686048944
FBgn0053120	CG33120	2.07131467956692
FBgn0032721	CG10602	2.23120686048944
FBgn0032720	mRpL13	2.23120686048944
FBgn0032723	ssp3	9.77272995859399
FBgn0015772	Nak	90.2415017722848
FBgn0032731	Swip-1	3097.79435504819
FBgn0086710	RpL30	341.592462602769
FBgn0002031	l(2)37Cc	12.3237211809285
FBgn0086443	AsnRS	39.2580956877242
FBgn0032763	CG17568	8.1810918217946
FBgn0024245	dnt	45.8887073123174
FBgn0032775	CG17544	92.4872759776257
FBgn0041789	Pax	14.1309767830998
FBgn0284220	Top2	18.5933905040786
FBgn0032787	CG10195	2.23120686048944
FBgn0032796	CG10188	42.0731459874543
FBgn0032801	CG10165	2.97494248065258
FBgn0032815	CG10462	42.9767737885399
FBgn0032818	CG10628	2.07131467956692
FBgn0032820	fbp	154.425666244113
FBgn0264443	CG43861	46.2157753465881
FBgn0003141	pr	3.3988937389707
FBgn0263773	fok	1482.99645474297
FBgn0032849	mRpS18B	0.256775404969865
FBgn0032864	CG2493	154.634000037059
FBgn0261787	brun	13.3872411629366
FBgn0051678	CG31678	8.1810918217946
FBgn0032876	Cen	2.23120686048944
FBgn0014859	Hr38	379.993176618918
FBgn0032880	TM9SF2	28.8457970054402
FBgn0266369	Mtp	93.6742697784277
FBgn0032906	RPA2	4.61502222947564
FBgn0250867	CG42238	3.55878591989322
FBgn0023388	Dap160	9.9326221395165
FBgn0086251	del	2.23120686048944
FBgn0000239	bur	43.8246763051762
FBgn0032940	Mondo	78.3562991945259
FBgn0032955	CG2201	33.308210726419
FBgn0022893	Df31	7527.11802686098
FBgn0000559	eEF2	332.430166678162
FBgn0086779	step	9.6685630621209
FBgn0051601	CG31601	23.6396476642982
FBgn0025674	CycK	14.8747124032629
FBgn0039958	CG12567	11.8997699226103
FBgn0039993	CG17691	17.8496548839155
FBgn0262115	CG17683	20.8245973645681
FBgn0032997	CG17486	5.04625716021951
FBgn0033015	d4	5.04625716021951
FBgn0033032	kune	15.9866739972948
FBgn0259979	CG17337	330.044155826663
FBgn0022288	l(2)09851	17.689762702993
FBgn0266580	Gp210	285.62835240982
FBgn0033065	Cyp6w1	25.2312858010975
FBgn0033075	Pld	349.437007235354
FBgn0042085	Bap170	13.3872411629366
FBgn0029131	Debcl	1272.22134089224
FBgn0284249	Adf1	630.561787984597
FBgn0033088	PGAP3	4.46241372097887
FBgn0014009	Rab2	73.4699342152289
FBgn0028579	phtf	221.361872058796
FBgn0265003	koi	1964.21525200581
FBgn0033113	Spn42Dc	604.322707485941
FBgn0033122	CG17002	4.56658061745197
FBgn0029508	Tsp42Ea	160.528159713915
FBgn0050159	CG30159	160.528159713915
FBgn0029506	Tsp42Ee	660.638280825394
FBgn0033127	Tsp42Ef	3986.87566141004
FBgn0033134	Tsp42El	1968.32655119272
FBgn0003090	pk	11.1560343024472
FBgn0033153	Gadd45	2789.78364140418
FBgn0003460	so	878.274191110949
FBgn0033169	CG11123	5.39991578923672
FBgn0033174	CG11125	112.081177506837
FBgn0033178	CG11127	1.59163813679939
FBgn0261397	didum	48.5511491035507
FBgn0033187	PIG-G	7.43735620163146
FBgn0261385	scra	18.8574495814743
FBgn0263077	CG43340	2279.63199167924
FBgn0050491	CG30491	2.97494248065258
FBgn0033204	CG2065	206.319983802185
FBgn0033209	CG12107	3.71867810081573
FBgn0050493	CG30493	7.06184655533701
FBgn0015614	CanB2	23.9521483537174
FBgn0003317	sax	8.92482744195775
FBgn0033226	CG1882	244.541150102647
FBgn0050377	CG30377	39.0982035068017
FBgn0015509	Cul1	73.3100420343064
FBgn0085459	CG34430	3.71867810081573
FBgn0027548	nito	103.788635116144
FBgn0028563	sut1	10210.682029621
FBgn0033257	sand	325.804643243482
FBgn0033259	CG11210	1.69580503327248
FBgn0005648	Pabp2	5.20614934114202
FBgn0013726	pnut	3.3988937389707
FBgn0033304	Cyp6a13	13.3872411629366
FBgn0267792	rgr	604.642491847786
FBgn0033313	Cirl	280.91864243881
FBgn0003892	ptc	2710.22797654651
FBgn0021825	DCTN2-p50	10.2524065013615
FBgn0050349	CG30349	31.2853376588758
FBgn0002552	lin	16.5705174365354
FBgn0083124	Uhg4	119.385232122293
FBgn0033382	Hydr1	56.5723487444228
FBgn0050342	Prp38	6.5337284005458
FBgn0262515	VhaAC45	728.613611509851
FBgn0015037	Cyp4p1	8.60504308011272
FBgn0033397	Cyp4p3	12.8518393357197
FBgn0016970	l(2)k10201	2.23120686048944
FBgn0041087	wun2	815.875431224014
FBgn0033413	prel	64.5378231008454
FBgn0259234	Camta	39.0982035068017
FBgn0263660	CR43651	168.876427389058
FBgn0010316	dap	2429.63131395206
FBgn0033449	CG1663	5.78999278038265
FBgn0033458	CG18446	3192.83446911822
FBgn0285892	tea	3.5030606354438
FBgn0033465	Etf-QO	2.81505029973007
FBgn0000606	eve	200.043030806609
FBgn0033473	CG12128	88.4488135149649
FBgn0033475	CG12129	62.2024493438829
FBgn0033483	egr	299.507293365419
FBgn0004907	14-3-3zeta	222.626442161325
FBgn0050011	gem	378.825489740437
FBgn0284235	CG46319	378.825489740437
FBgn0033500	CG12913	49.9344534474039
FBgn0033501	CG12911	2.97494248065258
FBgn0033507	CG12909	33.669153027862
FBgn0033518	Prx2540-2	798.91738089129
FBgn0053474	CG33474	400.546431233665
FBgn0001122	Galphao	28436.1086310416
FBgn0033527	CG11777	2.23120686048944
FBgn0033547	CG12935	17.1059192637524
FBgn0263510	nclb	19.7053520981105
FBgn0033564	Pex6	4.46241372097887
FBgn0033569	CG12942	2.23120686048944
FBgn0037084	Syx6	2.07131467956692
FBgn0041174	Vhl	2.23120686048944
FBgn0033616	CG7745	116.807650305212
FBgn0024188	san	35.2680748370871
FBgn0040503	CG7763	12.483613361851
FBgn0033635	Prip	51.5745331962269
FBgn0000581	E(Pc)	3.82284499728882
FBgn0050035	Tret1-1	257.80491744679
FBgn0062449	CG13197	3.55878591989322
FBgn0033649	pyr	412.702976561245
FBgn0033653	CG13192	6.05405185777826
FBgn0013756	Mtor	25.5995117749662
FBgn0026573	ADD1	10.1336722600369
FBgn0033673	CG8298	39.1466451188254
FBgn0024732	Drep1	215.508870321538
FBgn0027495	Smyd4-4	2.23120686048944
FBgn0033686	Hen1	53.4375140828477
FBgn0040759	CG13177	15.6184480234261
FBgn0023167	SmD3	56.6692319684701
FBgn0000253	Cam	570.687428725251
FBgn0264501	CR43900	570.687428725251
FBgn0050046	CG30046	280.533653637577
FBgn0033712	mIF3	5.04625716021951
FBgn0033715	CG8490	5.09469877224318
FBgn0033716	Den1	65.3930092899074
